puNya	n. sg. nom.			96
pqWivI	f. sg. loc.			96
muni	m. sg. nom.			96
jAwa	m. sg. nom.	jan	pp.	96
pawi	m. sg. nom.			95
manu	m. sg. nom.			94
vix	pft. ac. sg. 3			93
sawya	n. sg. acc.			93
pANdava	m. pl. g.			93
loka	m. pl. loc.			93
hawvA	abs.	han		93
brahman	n. sg. nom.			93
BImasena	m. sg. nom.			93
wyakwvA	abs.	wyaj		92
sama	n. sg. nom.			92
nu	part.			92
mahaw	m. sg. i.			92
hawa	m. sg. nom.	han	pp.	92
yA	pr. [2] ac. pl. 3			91
nara	m. pl. nom.			91
muc	pr. ps. sg. 3			91
man	pr. [4] md. sg. 1			91
kqwa	m. sg. nom.	kq	pp.	91
Kalu	adv.			91
jIv	opt. [1] ac. sg. 3			91
sWA	pr. [1] ac. sg. 3			90
max	* pl. nom.			90
karNa	m. sg. nom.			90
iR	pr. [6] ac. sg. 1			90
vix	opt. [2] ac. sg. 3			89
rAjan	m. sg. acc.			89
xvija	m. sg. nom.			89
bala	n. sg. acc.			89
yax	m. pl. g.			88
paxa	n. sg. acc.			88
vac	fut. ac. sg. 1			87
suKa	n. sg. acc.			87
Baya	n. sg. nom.			87
arh	pr. [1] ac. sg. 2			87
apara	m. pl. nom.			87
saMyuga	n. sg. loc.			86
piwq	m. pl. nom.			86
viRNu	m. sg. g.			85
sanAwana	m. sg. nom.			85
rAma	m. sg. g.			85
rAma	m. sg. acc.			85
mAwq	f. sg. nom.			85
ewax	n. pl. nom.			85
avAp	pr. [5] ac. sg. 3			85
wri	m. pl. loc.			84
Sruwa	n. sg. nom.	Sru	pp.	84
arh	pr. [1] ac. sg. 3			84
vIra	m. sg. nom.			83
prawivac	pft. ac. sg. 3			83
muni	m. pl. nom.			83
jana	m. pl. nom.			83
xeva	m. sg. voc.			83
Siva	m. sg. nom.			82
kruxXa	m. sg. nom.	kruX	pp.	82
kanyA	f. sg. nom.			82
sUrya	m. sg. nom.			81
rAkRasa	m. pl. nom.			81
pqWivI	f. sg. acc.			81
loka	m. sg. nom.			81
praBu	m. sg. voc.			80
lomaSa	m. sg. nom.			80
avAp	opt. [5] ac. sg. 3			80
yuxXa	n. sg. loc.		pp.	79
swrI	f. pl. nom.			79
mawa	m. sg. nom.	man	pp.	79
karwum	inf.	kq		79
guru	n. sg. nom.			79
gqhIwvA	abs.	grah		79
xvi	m. du. nom.			79
cawur	m. pl. nom.			79
vqwa	m. sg. nom.	vq	pp.	78
rAGava	m. sg. nom.			78
prAh	pft. ac. pl. 3			78
mqwyu	m. sg. nom.			78
laGu	n. sg. nom.			78
kAla	m. sg. i.			78
uB	m. du. nom.			77
wvax	* pl. g.			77
puruRa	m. sg. acc.			77
pravqw	pr. [1] md. sg. 3			77
pArWa	m. sg. voc.			77
loka	m. pl. nom.			77
ixam	f. sg. acc.			77
rUpa	n. sg. acc.			76
paraspara	m. sg. acc.			76
kqRNa	m. sg. nom.			76
xA	pft. ac. sg. 3			76
ASu	adv.			76
wvax	* sg. loc.			75
svarga	m. sg. acc.			75
sWiwa	m. pl. nom.	sWA	pp.	75
SOnaka	m. sg. nom.			75
sama	m. sg. nom.			75
kq	pr. [8] ac. pl. 3			75
kAla	m. sg. acc.			75
wax	n. pl. acc.			74
wax	m. sg. abl.			74
wax	f. pl. nom.			74
lepay	ca. opt. ac. sg. 3			74
kq	pft. md. sg. 3			74
kq	imp. [8] ac. sg. 2			74
vAc	f. sg. i.			73
snigXa	n. sg. nom.		pp.	73
sixXi	f. sg. nom.			73
nUnam	adv.			73
lakRaNa	n. sg. nom.			73
jan	pr. [4] md. pl. 3			73
gawa	m. pl. nom.	gam	pp.	73
Xarma	m. sg. i.			73
wax	n. pl. nom.			72
SuBa	n. sg. nom.			72
rUpa	n. sg. nom.			72
nqpa	m. sg. nom.			72
as	pr. [2] ac. pl. 3			72
yama	m. sg. nom.			71
vixura	m. sg. nom.			71
vasiRTa	m. sg. nom.			71
wax	f. sg. loc.			71
sAwyaki	m. sg. nom.			71
mawi	f. sg. nom.			71
ka	n. sg. abl.			71
xina	n. sg. acc.			71
xeya	n. sg. nom.	xA	pfp. [1]	71
Awman	m. sg. loc.			71
vana	n. sg. acc.			70
Safkara	m. sg. nom.			70
guNa	m. pl. i.			70
xqS	pr. [4] ac. sg. 1			70
BUwa	n. pl. nom.		pp.	70
wax	f. pl. g.			69
sarva	n. pl. nom.			69
SanEs	adv.			69
ruxXvA	abs.	ruX		69
kq	fut. ac. sg. 1			69
cakRus	n. sg. nom.			69
Baxra	n. sg. nom.			69
Ap	opt. [5] ac. sg. 3			69
yax	m. sg. loc.			68
rAjan	m. pl. nom.			68
piwq	m. sg. acc.			68
pApa	n. sg. nom.			68
eka	n. sg. nom.			68
xawwa	n. sg. nom.	xA	pp.	68
apara	n. sg. nom.			68
uwa	conj.			67
wri	m. pl. i.			67
suKa	n. sg. nom.			67
SawaSas	adv.			67
sarva	n. pl. g.			67
sanxeha	m. sg. nom.			67
ruxra	m. sg. nom.			67
pramANa	n. sg. nom.			67
muhur	adv.			67
loka	m. sg. g.			67
xqS	pr. [4] ac. pl. 3			67
xoRa	m. sg. nom.			67
Xarma	m. sg. g.			67
xama	m. sg. nom.			67
anaGa	m. sg. voc.			67
vixyA	f. sg. nom.			66
varjay	ca. opt. ac. sg. 3			66
priya	f. sg. voc.			66
alam	adv.			66
swrI	f. pl. g.			65
Sruwi	f. sg. nom.			65
prIwa	m. sg. nom.	prI	pp.	65
Xana	n. sg. acc.			65
BrAwq	m. sg. nom.			65
sixXi	f. sg. acc.			64
sarva	m. pl. i.			64
kRip	opt. [6] ac. sg. 3			64
kq	opt. [8] md. sg. 3			64
ixam	n. sg. i.			64
car	opt. [1] ac. sg. 3			64
BU	imp. [1] ac. sg. 2			64
Bqgu	m. sg. nom.			64
bahu	m. pl. i.			64
arWa	m. sg. loc.			64
vyaX	pft. ac. sg. 3			63
sarvaWA	adv.			63
pArWa	m. sg. nom.			63
maXura	n. sg. nom.			63
xeva	m. sg. g.			63
xaNda	m. sg. nom.			63
yA	pft. ac. sg. 3			62
vAc	f. sg. nom.			62
wax	f. sg. i.			62
SrI	f. sg. i.			62
Salya	m. sg. nom.			62
pArWiva	m. sg. voc.			62
kAma	m. sg. nom.			62
ixam	n. sg. g.			62
xroNa	m. sg. acc.			62
Barawa	m. sg. nom.			62
anwara	n. sg. loc.			62
vixvas	m. sg. nom.		ppf. ac.	61
vax	pr. [1] ac. pl. 3			61
sarva	m. pl. loc.			61
qRi	m. sg. nom.			61
para	f. sg. nom.			61
nArAyaNa	m. sg. nom.			61
kRamA	f. sg. nom.			61
gawa	m. sg. loc.	gam	pp.	61
eka	n. sg. acc.			61
eka	m. sg. i.			61
brahman	n. sg. acc.			61
viXi	m. sg. nom.			60
uRNa	n. sg. nom.			60
sawwva	n. sg. nom.			60
rAkRasa	m. sg. nom.			60
puruRa	m. sg. g.			60
pApa	n. sg. acc.			60
Xarma	m. sg. loc.			60
aS	pr. [5] md. sg. 3			60
aXas	adv.			60
yuga	n. sg. loc.			59
viviXa	n. pl. acc.			59
uwwama	m. sg. acc.			59
safKya	n. sg. loc.			59
prAh	pft. ac. sg. 3			59
pANdava	m. sg. nom.			59
nAman	n. sg. i.			59
kqpa	m. sg. nom.			59
ixam	m. pl. nom.			59
xiv	m. sg. loc.			59
brAhmaNa	m. pl. g.			59
anya	m. pl. acc.			59
prajA	f. pl. nom.			58
prajA	f. pl. acc.			58
paw	pft. ac. sg. 3			58
parama	f. sg. acc.			58
narAXipa	m. sg. voc.			58
kula	n. sg. loc.			58
jFeya	n. sg. nom.	jFA	pfp. [1]	58
jIv	pr. [1] ac. sg. 3			58
xqS	pr. ps. pl. 3			58
xqS	pft. ac. pl. 3			58
xoRa	m. pl. nom.			58
